Contrast,Scored_response,Order,Crab_ID,Binary_response
-0.307962589,0,7,23,0
-0.307962589,0,30,24,0
-0.307962589,0,29,25,0
-0.307962589,0,8,26,0
-0.307962589,0,26,27,0
-0.307962589,0,29,28,0
-0.307962589,3,6,29,1
-0.307962589,2,3,30,1
-0.281640145,3,24,6,1
-0.281640145,0,4,7,0
-0.281640145,0,12,8,0
-0.281640145,0,27,9,0
-0.281640145,0,2,10,0
-0.281640145,0,21,11,0
-0.281640145,0,13,12,0
-0.281640145,0,14,13,0
-0.281640145,0,19,14,0
-0.281640145,3,13,15,1
-0.281640145,2,1,16,1
-0.281640145,2,8,17,1
-0.281640145,2,21,18,1
-0.281640145,2,5,19,1
-0.281640145,0,17,20,0
-0.281640145,0,26,21,0
-0.281640145,0,22,22,0
-0.281640145,0,17,23,0
-0.281640145,0,13,24,0
-0.281640145,0,26,25,0
-0.281640145,0,25,26,0
-0.281640145,0,9,27,0
-0.281640145,0,22,28,0
-0.281640145,0,21,29,0
-0.281640145,0,27,30,0
-0.253856869,3,27,6,1
-0.253856869,0,21,7,0
-0.253856869,NaN,30,8,NA
-0.253856869,3,4,9,1
-0.253856869,0,19,10,0
-0.253856869,2,10,11,1
-0.253856869,0,14,12,0
-0.253856869,0,20,13,0
-0.253856869,0,18,14,0
-0.253856869,0,8,15,0
-0.253856869,0,9,16,0
-0.253856869,2,9,17,1
-0.253856869,0,17,18,0
-0.253856869,2,14,19,1
-0.253856869,0,24,20,0
-0.253856869,0,30,21,0
-0.253856869,2,12,22,1
-0.253856869,0,11,23,0
-0.253856869,0,17,24,0
-0.253856869,2,1,25,1
-0.253856869,0,17,26,0
-0.253856869,0,17,27,0
-0.253856869,2,17,28,1
-0.253856869,0,28,29,0
-0.253856869,0,30,30,0
-0.230304011,0,17,6,0
-0.230304011,0,8,7,0
-0.230304011,0,19,8,0
-0.230304011,2,5,9,1
-0.230304011,NaN,21,10,NA
-0.230304011,2,1,11,1
-0.230304011,0,8,12,0
-0.230304011,0,21,13,0
-0.230304011,0,25,14,0
-0.230304011,0,16,15,0
-0.230304011,0,2,16,0
-0.230304011,0,29,17,0
-0.230304011,2,25,18,1
-0.230304011,0,30,19,0
-0.230304011,0,25,20,0
-0.230304011,0,10,21,0
-0.230304011,2,9,22,1
-0.230304011,2,15,23,1
-0.230304011,2,5,24,1
-0.230304011,0,20,25,0
-0.230304011,0,23,26,0
-0.230304011,0,20,27,0
-0.230304011,0,19,28,0
-0.230304011,0,23,29,0
-0.230304011,0,21,30,0
-0.206993711,NaN,10,3,NA
-0.206993711,2,5,4,1
-0.206993711,2,1,5,1
-0.206993711,3,15,6,1
-0.206993711,0,17,7,0
-0.206993711,0,15,8,0
-0.206993711,3,25,9,1
-0.206993711,NaN,31,10,NA
-0.206993711,2,4,11,1
-0.206993711,0,22,12,0
-0.206993711,0,24,13,0
-0.206993711,2,6,14,1
-0.206993711,0,2,15,0
-0.206993711,0,15,16,0
-0.206993711,2,16,17,1
-0.206993711,2,8,18,1
-0.206993711,0,16,19,0
-0.206993711,2,14,20,1
-0.206993711,0,24,21,0
-0.206993711,0,27,22,0
-0.206993711,0,19,23,0
-0.206993711,0,12,24,0
-0.206993711,0,28,25,0
-0.206993711,2,16,26,1
-0.206993711,0,28,27,0
-0.206993711,2,1,28,1
-0.206993711,0,12,29,0
-0.206993711,0,9,30,0
-0.175043022,2,13,3,1
-0.175043022,2,2,4,1
-0.175043022,0,5,5,0
-0.175043022,3,9,6,1
-0.175043022,3,30,7,1
-0.175043022,0,14,8,0
-0.175043022,0,21,9,0
-0.175043022,0,12,10,0
-0.175043022,0,24,11,0
-0.175043022,0,25,12,0
-0.175043022,0,7,13,0
-0.175043022,0,26,14,0
-0.175043022,NaN,25,15,NA
-0.175043022,0,31,16,0
-0.175043022,2,2,17,1
-0.175043022,2,1,18,1
-0.175043022,0,9,19,0
-0.175043022,0,23,20,0
-0.175043022,3,4,21,1
-0.175043022,2,6,22,1
-0.175043022,0,6,23,0
-0.175043022,2,4,24,1
-0.175043022,0,23,25,0
-0.175043022,0,26,26,0
-0.175043022,0,29,27,0
-0.175043022,0,25,28,0
-0.175043022,0,20,29,0
-0.175043022,0,7,30,0
-0.142763536,2,15,3,1
-0.142763536,0,6,4,0
-0.142763536,0,2,5,0
-0.142763536,2,4,6,1
-0.142763536,0,13,7,0
-0.142763536,0,10,8,0
-0.142763536,3,10,9,1
-0.142763536,0,14,10,0
-0.142763536,0,25,11,0
-0.142763536,0,6,12,0
-0.142763536,0,6,13,0
-0.142763536,0,9,14,0
-0.142763536,NaN,30,15,NA
-0.142763536,0,29,16,0
-0.142763536,0,30,17,0
-0.142763536,2,7,18,1
-0.142763536,2,2,19,1
-0.142763536,0,26,20,0
-0.142763536,0,12,21,0
-0.142763536,0,8,22,0
-0.142763536,0,24,23,0
-0.142763536,0,2,24,0
-0.142763536,0,5,25,0
-0.142763536,0,30,26,0
-0.142763536,0,7,27,0
-0.142763536,2,3,28,1
-0.142763536,0,4,29,0
-0.142763536,0,19,30,0
-0.111495183,0,4,3,0
-0.111495183,0,7,4,0
-0.111495183,0,11,5,0
-0.111495183,2,7,6,1
-0.111495183,0,6,7,0
-0.111495183,0,13,8,0
-0.111495183,0,18,9,0
-0.111495183,0,7,10,0
-0.111495183,0,11,11,0
-0.111495183,0,19,12,0
-0.111495183,0,23,13,0
-0.111495183,0,5,14,0
-0.111495183,NaN,26,15,NA
-0.111495183,0,3,16,0
-0.111495183,3,27,17,1
-0.111495183,NaN,6,18,NA
-0.111495183,0,18,19,0
-0.111495183,0,15,20,0
-0.111495183,0,8,21,0
-0.111495183,0,30,22,0
-0.111495183,0,3,23,0
-0.111495183,0,8,24,0
-0.111495183,0,13,25,0
-0.111495183,0,29,26,0
-0.111495183,0,24,27,0
-0.111495183,0,11,28,0
-0.111495183,0,2,29,0
-0.111495183,2,1,30,1
-0.081300461,0,2,3,0
-0.081300461,0,14,4,0
-0.081300461,0,9,5,0
-0.081300461,3,23,6,1
-0.081300461,0,27,7,0
-0.081300461,NaN,31,8,NA
-0.081300461,0,17,9,0
-0.081300461,0,20,10,0
-0.081300461,0,23,11,0
-0.081300461,0,24,12,0
-0.081300461,0,5,13,0
-0.081300461,0,22,14,0
-0.081300461,NaN,29,15,NA
-0.081300461,0,5,16,0
-0.081300461,0,10,17,0
-0.081300461,0,16,18,0
-0.081300461,0,8,19,0
-0.081300461,0,10,20,0
-0.081300461,0,19,21,0
-0.081300461,0,21,22,0
-0.081300461,2,1,23,1
-0.081300461,0,26,24,0
-0.081300461,0,19,25,0
-0.081300461,0,6,26,0
-0.081300461,0,8,27,0
-0.081300461,0,5,28,0
-0.081300461,0,19,29,0
-0.081300461,0,12,30,0
-0.052589938,0,3,3,0
-0.052589938,0,10,4,0
-0.052589938,0,3,5,0
-0.052589938,0,10,6,0
-0.052589938,0,29,7,0
-0.052589938,0,6,8,0
-0.052589938,0,12,9,0
-0.052589938,NaN,24,10,NA
-0.052589938,0,29,11,0
-0.052589938,0,27,12,0
-0.052589938,0,12,13,0
-0.052589938,0,13,14,0
-0.052589938,0,23,15,0
-0.052589938,0,13,16,0
-0.052589938,0,23,17,0
-0.052589938,0,15,18,0
-0.052589938,0,19,19,0
-0.052589938,0,13,20,0
-0.052589938,0,6,21,0
-0.052589938,0,1,22,0
-0.052589938,0,28,23,0
-0.052589938,0,20,24,0
-0.052589938,0,22,25,0
-0.052589938,0,27,26,0
-0.052589938,0,2,27,0
-0.052589938,0,13,28,0
-0.052589938,0,24,29,0
-0.052589938,0,6,30,0
-0.025018236,0,9,3,0
-0.025018236,0,12,4,0
-0.025018236,0,13,5,0
-0.025018236,0,6,6,0
-0.025018236,0,11,7,0
-0.025018236,0,24,8,0
-0.025018236,0,24,9,0
-0.025018236,NaN,27,10,NA
-0.025018236,0,26,11,0
-0.025018236,0,26,12,0
-0.025018236,0,26,13,0
-0.025018236,0,31,14,0
-0.025018236,0,6,15,0
-0.025018236,0,23,16,0
-0.025018236,0,18,17,0
-0.025018236,0,19,18,0
-0.025018236,0,7,19,0
-0.025018236,0,16,20,0
-0.025018236,0,17,21,0
-0.025018236,0,14,22,0
-0.025018236,0,5,23,0
-0.025018236,0,10,24,0
-0.025018236,0,17,25,0
-0.025018236,0,14,26,0
-0.025018236,0,16,27,0
-0.025018236,0,6,28,0
-0.025018236,0,5,29,0
-0.025018236,0,26,30,0
0,0,14,3,0
0,0,11,4,0
0,0,15,5,0
0,0,1,6,0
0,0,14,7,0
0,0,9,8,0
0,0,23,9,0
0,NaN,28,10,NA
0,0,22,11,0
0,0,11,12,0
0,0,22,13,0
0,0,11,14,0
0,NaN,19,15,NA
0,0,28,16,0
0,0,7,17,0
0,0,10,18,0
0,0,3,19,0
0,0,29,20,0
0,0,22,21,0
0,0,29,22,0
0,0,30,23,0
0,0,15,24,0
0,0,15,25,0
0,0,12,26,0
0,0,30,27,0
0,0,8,28,0
0,3,15,29,1
0,0,15,30,0
0.025553992,0,11,3,0
0.025553992,0,13,4,0
0.025553992,0,10,5,0
0.025553992,0,5,6,0
0.025553992,0,9,7,0
0.025553992,0,2,8,0
0.025553992,0,31,9,0
0.025553992,0,5,10,0
0.025553992,0,12,11,0
0.025553992,0,21,12,0
0.025553992,0,8,13,0
0.025553992,0,8,14,0
0.025553992,0,12,15,0
0.025553992,0,14,16,0
0.025553992,0,17,17,0
0.025553992,0,23,18,0
0.025553992,0,12,19,0
0.025553992,0,28,20,0
0.025553992,0,5,21,0
0.025553992,0,17,22,0
0.025553992,0,25,23,0
0.025553992,0,19,24,0
0.025553992,0,12,25,0
0.025553992,0,15,26,0
0.025553992,0,11,27,0
0.025553992,0,14,28,0
0.025553992,0,9,29,0
0.025553992,0,14,30,0
0.051854657,3,12,3,1
0.051854657,0,3,4,0
0.051854657,0,7,5,0
0.051854657,0,2,6,0
0.051854657,0,24,7,0
0.051854657,0,11,8,0
0.051854657,0,6,9,0
0.051854657,0,15,10,0
0.051854657,0,17,11,0
0.051854657,0,20,12,0
0.051854657,0,31,13,0
0.051854657,0,10,14,0
0.051854657,0,24,15,0
0.051854657,0,4,16,0
0.051854657,0,15,17,0
0.051854657,0,29,18,0
0.051854657,0,17,19,0
0.051854657,0,2,20,0
0.051854657,0,18,21,0
0.051854657,0,26,22,0
0.051854657,0,31,23,0
0.051854657,0,29,24,0
0.051854657,0,3,25,0
0.051854657,0,2,26,0
0.051854657,0,22,27,0
0.051854657,0,12,28,0
0.051854657,0,26,29,0
0.051854657,0,2,30,0
0.076571429,0,8,3,0
0.076571429,0,1,4,0
0.076571429,0,12,5,0
0.076571429,0,21,6,0
0.076571429,0,15,7,0
0.076571429,0,23,8,0
0.076571429,0,7,9,0
0.076571429,0,13,10,0
0.076571429,0,16,11,0
0.076571429,0,1,12,0
0.076571429,0,11,13,0
0.076571429,0,21,14,0
0.076571429,0,22,15,0
0.076571429,0,20,16,0
0.076571429,0,12,17,0
0.076571429,0,24,18,0
0.076571429,0,20,19,0
0.076571429,0,18,20,0
0.076571429,2,21,21,1
0.076571429,0,5,22,0
0.076571429,3,13,23,1
0.076571429,0,16,24,0
0.076571429,0,8,25,0
0.076571429,0,1,26,0
0.076571429,0,31,27,0
0.076571429,0,28,28,0
0.076571429,0,8,29,0
0.076571429,0,24,30,0
0.101695155,0,7,3,0
0.101695155,0,8,4,0
0.101695155,0,4,5,0
0.101695155,0,25,6,0
0.101695155,0,12,7,0
0.101695155,0,25,8,0
0.101695155,0,2,9,0
0.101695155,0,3,10,0
0.101695155,0,2,11,0
0.101695155,3,15,12,1
0.101695155,0,27,13,0
0.101695155,0,1,14,0
0.101695155,NaN,31,15,NA
0.101695155,0,22,16,0
0.101695155,0,25,17,0
0.101695155,0,30,18,0
0.101695155,0,25,19,0
0.101695155,0,27,20,0
0.101695155,0,2,21,0
0.101695155,0,3,22,0
0.101695155,2,12,23,1
0.101695155,0,11,24,0
0.101695155,0,7,25,0
0.101695155,0,31,26,0
0.101695155,3,13,27,1
0.101695155,0,2,28,0
0.101695155,0,29,29,0
0.101695155,0,16,30,0
0.126640631,3,1,3,1
0.126640631,0,4,4,0
0.126640631,0,6,5,0
0.126640631,0,12,6,0
0.126640631,0,26,7,0
0.126640631,0,7,8,0
0.126640631,0,15,9,0
0.126640631,NaN,26,10,NA
0.126640631,0,18,11,0
0.126640631,0,2,12,0
0.126640631,0,10,13,0
0.126640631,0,27,14,0
0.126640631,0,14,15,0
0.126640631,0,21,16,0
0.126640631,0,1,17,0
0.126640631,0,5,18,0
0.126640631,0,29,19,0
0.126640631,0,5,20,0
0.126640631,0,28,21,0
0.126640631,3,2,22,1
0.126640631,0,14,23,0
0.126640631,0,3,24,0
0.126640631,0,18,25,0
0.126640631,0,18,26,0
0.126640631,3,4,27,1
0.126640631,0,21,28,0
0.126640631,0,11,29,0
0.126640631,0,4,30,0
0.14892617,2,5,3,1
0.14892617,2,15,4,1
0.14892617,2,14,5,1
0.14892617,0,22,6,0
0.14892617,0,23,7,0
0.14892617,0,29,8,0
0.14892617,0,28,9,0
0.14892617,0,10,10,0
0.14892617,0,28,11,0
0.14892617,0,12,12,0
0.14892617,0,13,13,0
0.14892617,0,4,14,0
0.14892617,NaN,27,15,NA
0.14892617,2,24,16,1
0.14892617,0,13,17,0
0.14892617,0,12,18,0
0.14892617,0,24,19,0
0.14892617,0,1,20,0
0.14892617,0,27,21,0
0.14892617,3,4,22,1
0.14892617,0,26,23,0
0.14892617,0,6,24,0
0.14892617,0,31,25,0
0.14892617,0,20,26,0
0.14892617,0,27,27,0
0.14892617,0,23,28,0
0.14892617,0,3,29,0
0.14892617,0,18,30,0
0.169974653,0,6,3,0
0.169974653,0,9,4,0
0.169974653,0,8,5,0
0.169974653,2,3,6,1
0.169974653,0,7,7,0
0.169974653,0,17,8,0
0.169974653,0,11,9,0
0.169974653,0,4,10,0
0.169974653,0,14,11,0
0.169974653,0,9,12,0
0.169974653,0,18,13,0
0.169974653,0,12,14,0
0.169974653,0,20,15,0
0.169974653,2,27,16,1
0.169974653,0,28,17,0
0.169974653,0,22,18,0
0.169974653,0,11,19,0
0.169974653,3,4,20,1
0.169974653,0,3,21,0
0.169974653,0,19,22,0
0.169974653,0,9,23,0
0.169974653,0,22,24,0
0.169974653,0,14,25,0
0.169974653,0,9,26,0
0.169974653,2,1,27,1
0.169974653,0,30,28,0
0.169974653,0,22,29,0
0.169974653,0,28,30,0
0.191705164,2,26,6,1
0.191705164,0,16,7,0
0.191705164,3,26,8,1
0.191705164,3,29,9,1
0.191705164,NaN,22,10,NA
0.191705164,2,3,11,1
0.191705164,0,3,12,0
0.191705164,NaN,29,13,NA
0.191705164,0,2,14,0
0.191705164,0,11,15,0
0.191705164,0,11,16,0
0.191705164,0,24,17,0
0.191705164,0,13,18,0
0.191705164,0,28,19,0
0.191705164,0,11,20,0
0.191705164,0,15,21,0
0.191705164,3,7,22,1
0.191705164,2,16,23,1
0.191705164,0,25,24,0
0.191705164,0,30,25,0
0.191705164,0,28,26,0
0.191705164,2,18,27,1
0.191705164,3,26,28,1
0.191705164,0,14,29,0
0.191705164,2,10,30,1
0.211980067,3,29,6,1
0.211980067,2,10,7,1
0.211980067,0,20,8,0
0.211980067,0,1,9,0
0.211980067,0,17,10,0
0.211980067,0,27,11,0
0.211980067,0,23,12,0
0.211980067,3,2,13,1
0.211980067,0,20,14,0
0.211980067,0,9,15,0
0.211980067,2,6,16,1
0.211980067,0,4,17,0
0.211980067,0,11,18,0
0.211980067,2,13,19,1
0.211980067,0,21,20,0
0.211980067,2,7,21,1
0.211980067,3,11,22,1
0.211980067,3,10,23,1
0.211980067,0,18,24,0
0.211980067,0,9,25,0
0.211980067,0,22,26,0
0.211980067,2,14,27,1
0.211980067,2,4,28,1
0.211980067,0,1,29,0
0.211980067,2,13,30,1
0.229626449,2,16,6,1
0.229626449,2,2,7,1
0.229626449,3,27,8,1
0.229626449,0,9,9,0
0.229626449,NaN,29,10,NA
0.229626449,3,8,11,1
0.229626449,0,28,12,0
0.229626449,2,1,13,1
0.229626449,0,15,14,0
0.229626449,2,15,15,1
0.229626449,0,30,16,0
0.229626449,3,20,17,1
0.229626449,2,9,18,1
0.229626449,0,22,19,0
0.229626449,0,9,20,0
0.229626449,2,1,21,1
0.229626449,2,15,22,1
0.229626449,2,8,23,1
0.229626449,2,21,24,1
0.229626449,3,10,25,1
0.229626449,2,5,26,1
0.229626449,2,19,27,1
0.229626449,2,9,28,1
0.229626449,0,30,29,0
0.229626449,2,5,30,1
0.244739819,2,18,6,1
0.244739819,2,3,7,1
0.244739819,0,3,8,0
0.244739819,0,19,9,0
0.244739819,2,11,10,1
0.244739819,2,5,11,1
0.244739819,0,10,12,0
0.244739819,0,19,13,0
0.244739819,0,29,14,0
0.244739819,2,1,15,1
0.244739819,2,26,16,1
0.244739819,2,11,17,1
0.244739819,0,20,18,0
0.244739819,NaN,21,19,NA
0.244739819,2,30,20,1
0.244739819,2,23,21,1
0.244739819,0,18,22,0
0.244739819,2,23,23,1
0.244739819,0,9,24,0
0.244739819,3,16,25,1
0.244739819,2,13,26,1
0.244739819,2,15,27,1
0.244739819,2,18,28,1
0.244739819,0,31,29,0
0.244739819,0,31,30,0
0.261246714,2,19,6,1
0.261246714,0,28,7,0
0.261246714,2,18,8,1
0.261246714,2,30,9,1
0.261246714,NaN,25,10,NA
0.261246714,2,15,11,1
0.261246714,0,4,12,0
0.261246714,0,15,13,0
0.261246714,3,14,14,1
0.261246714,2,4,15,1
0.261246714,2,25,16,1
0.261246714,2,14,17,1
0.261246714,2,4,18,1
0.261246714,2,15,19,1
0.261246714,3,8,20,1
0.261246714,0,16,21,0
0.261246714,3,24,22,1
0.261246714,2,22,23,1
0.261246714,0,27,24,0
0.261246714,0,21,25,0
0.261246714,2,4,26,1
0.261246714,2,25,27,1
0.261246714,2,7,28,1
0.261246714,3,17,29,1
0.261246714,2,17,30,1
0.278141897,2,8,6,1
0.278141897,2,31,7,1
0.278141897,2,28,8,1
0.278141897,3,13,9,1
0.278141897,2,8,10,1
0.278141897,0,7,11,0
0.278141897,0,5,12,0
0.278141897,NaN,30,13,NA
0.278141897,2,7,14,1
0.278141897,2,21,15,1
0.278141897,2,7,16,1
0.278141897,2,31,17,1
0.278141897,3,28,18,1
0.278141897,2,1,19,1
0.278141897,0,12,20,0
0.278141897,2,31,21,1
0.278141897,3,16,22,1
0.278141897,2,18,23,1
0.278141897,0,24,24,0
0.278141897,2,24,25,1
0.278141897,2,21,26,1
0.278141897,2,5,27,1
0.278141897,2,27,28,1
0.278141897,0,25,29,0
0.278141897,2,8,30,1
0.293134775,2,30,6,1
0.293134775,2,25,7,1
0.293134775,2,21,8,1
0.293134775,2,8,9,1
0.293134775,2,18,10,1
0.293134775,2,6,11,1
0.293134775,0,7,12,0
0.293134775,0,16,13,0
0.293134775,3,30,14,1
0.293134775,2,3,15,1
0.293134775,2,16,16,1
0.293134775,2,3,17,1
0.293134775,3,26,18,1
0.293134775,2,4,19,1
0.293134775,0,31,20,0
0.293134775,2,11,21,1
0.293134775,2,23,22,1
0.293134775,2,21,23,1
0.293134775,2,23,24,1
0.293134775,2,2,25,1
0.293134775,2,11,26,1
0.293134775,2,12,27,1
0.293134775,2,10,28,1
0.293134775,0,7,29,0
0.293134775,2,11,30,1
0.30873414,2,31,6,1
0.30873414,2,18,7,1
0.30873414,2,1,8,1
0.30873414,0,22,9,0
0.30873414,2,6,10,1
0.30873414,2,30,11,1
0.30873414,0,30,12,0
0.30873414,2,4,13,1
0.30873414,2,28,14,1
0.30873414,NaN,28,15,NA
0.30873414,2,12,16,1
0.30873414,2,6,17,1
0.30873414,2,2,18,1
0.30873414,2,6,19,1
0.30873414,2,20,20,1
0.30873414,2,14,21,1
0.30873414,2,10,22,1
0.30873414,2,29,23,1
0.30873414,2,31,24,1
0.30873414,2,4,25,1
0.30873414,2,10,26,1
0.30873414,2,3,27,1
0.30873414,2,16,28,1
0.30873414,2,16,29,1
0.30873414,2,22,30,1
